promptKey,temperature,timesteps,rewards,leftActions,rightActions,randomActions,DateTime
zero_shot_prompt,0.1,9,9.0,9,0,0,2024-04-26 11:50:08.284575
zero_shot_prompt,0.1,9,9.0,9,0,0,2024-04-26 11:50:08.857468
zero_shot_prompt,0.1,10,10.0,10,0,0,2024-04-26 11:50:09.504922
zero_shot_prompt,0.1,10,10.0,9,1,1,2024-04-26 11:50:10.562282
zero_shot_prompt,0.1,9,9.0,9,0,0,2024-04-26 11:50:11.142881
zero_shot_prompt,0.1,10,10.0,10,0,0,2024-04-26 11:50:11.789981
zero_shot_prompt,0.1,10,10.0,10,0,0,2024-04-26 11:50:12.430925
zero_shot_prompt,0.1,8,8.0,8,0,0,2024-04-26 11:50:12.945003
zero_shot_prompt,0.1,10,10.0,10,0,0,2024-04-26 11:50:13.584486
zero_shot_prompt,0.1,10,10.0,10,0,0,2024-04-26 11:50:14.221575
zero_shot_prompt,0.1,10,10.0,10,0,0,2024-04-26 11:50:14.861966
zero_shot_prompt,0.1,9,9.0,9,0,0,2024-04-26 11:50:15.485554
zero_shot_prompt,0.1,10,10.0,10,0,0,2024-04-26 11:50:16.145752
zero_shot_prompt,0.1,8,8.0,8,0,1,2024-04-26 11:50:17.090063
zero_shot_prompt,0.1,9,9.0,9,0,0,2024-04-26 11:50:17.663774
zero_shot_prompt,0.1,9,9.0,9,0,0,2024-04-26 11:50:18.273301
zero_shot_prompt,0.1,9,9.0,9,0,0,2024-04-26 11:50:18.862931
zero_shot_prompt,0.1,10,10.0,9,1,1,2024-04-26 11:50:19.895918
zero_shot_prompt,0.1,8,8.0,8,0,0,2024-04-26 11:50:20.417578
zero_shot_prompt,0.1,9,9.0,9,0,0,2024-04-26 11:50:21.004127
zero_shot_prompt,0.1,9,9.0,9,0,0,2024-04-26 11:50:21.572083
zero_shot_prompt,0.1,9,9.0,9,0,0,2024-04-26 11:50:22.142402
zero_shot_prompt,0.1,9,9.0,9,0,0,2024-04-26 11:50:22.719293
zero_shot_prompt,0.1,9,9.0,9,0,0,2024-04-26 11:50:23.306109
zero_shot_prompt,0.1,11,11.0,10,1,1,2024-04-26 11:50:24.415062
zero_shot_prompt,0.1,9,9.0,9,0,0,2024-04-26 11:50:24.989142
zero_shot_prompt,0.1,10,10.0,10,0,0,2024-04-26 11:50:25.635122
zero_shot_prompt,0.1,10,10.0,10,0,0,2024-04-26 11:50:26.267290
zero_shot_prompt,0.1,10,10.0,10,0,0,2024-04-26 11:50:26.902587
zero_shot_prompt,0.1,9,9.0,9,0,0,2024-04-26 11:50:27.475646
zero_shot_prompt,0.1,10,10.0,10,0,0,2024-04-26 11:50:28.115525
zero_shot_prompt,0.1,10,10.0,10,0,0,2024-04-26 11:50:28.749803
zero_shot_prompt,0.1,8,8.0,8,0,0,2024-04-26 11:50:29.273326
zero_shot_prompt,0.1,11,11.0,10,1,1,2024-04-26 11:50:30.373942
zero_shot_prompt,0.1,10,10.0,10,0,0,2024-04-26 11:50:31.027659
zero_shot_prompt,0.1,10,10.0,10,0,0,2024-04-26 11:50:31.691630
zero_shot_prompt,0.1,9,9.0,9,0,0,2024-04-26 11:50:32.288452
zero_shot_prompt,0.1,8,8.0,8,0,0,2024-04-26 11:50:32.795826
